Titularidad;Sexo;Comunidad autónoma/provincia;Curso;Total
CENTROS PÚBLICOS;Mujeres;16 PAÍS VASCO;Cuarto;2,1
CENTROS PÚBLICOS;Mujeres;Araba/Álava;Total;5,6
CENTROS PÚBLICOS;Mujeres;Araba/Álava;Primero;6,5
CENTROS PÚBLICOS;Mujeres;Araba/Álava;Segundo;7,2
CENTROS PÚBLICOS;Mujeres;Araba/Álava;Tercero;5,1
CENTROS PÚBLICOS;Mujeres;Araba/Álava;Cuarto;2,8
CENTROS PÚBLICOS;Mujeres;Gipuzkoa;Total;3,7
CENTROS PÚBLICOS;Mujeres;Gipuzkoa;Primero;4,3
CENTROS PÚBLICOS;Mujeres;Gipuzkoa;Segundo;5,2
CENTROS PÚBLICOS;Mujeres;Gipuzkoa;Tercero;3,1
CENTROS PÚBLICOS;Mujeres;Gipuzkoa;Cuarto;1,9
CENTROS PÚBLICOS;Mujeres;Bizkaia;Total;4
CENTROS PÚBLICOS;Mujeres;Bizkaia;Primero;5,6
CENTROS PÚBLICOS;Mujeres;Bizkaia;Segundo;5
CENTROS PÚBLICOS;Mujeres;Bizkaia;Tercero;3,4
CENTROS PÚBLICOS;Mujeres;Bizkaia;Cuarto;1,9
CENTROS PÚBLICOS;Mujeres;17 RIOJA, LA;Total;3,4
CENTROS PÚBLICOS;Mujeres;17 RIOJA, LA;Primero;6,4
CENTROS PÚBLICOS;Mujeres;17 RIOJA, LA;Segundo;2,4
CENTROS PÚBLICOS;Mujeres;17 RIOJA, LA;Tercero;2,3
CENTROS PÚBLICOS;Mujeres;17 RIOJA, LA;Cuarto;2
CENTROS PÚBLICOS;Mujeres;18 CEUTA;Total;4,2
CENTROS PÚBLICOS;Mujeres;18 CEUTA;Primero;6
CENTROS PÚBLICOS;Mujeres;18 CEUTA;Segundo;4,3
CENTROS PÚBLICOS;Mujeres;18 CEUTA;Tercero;3,5
CENTROS PÚBLICOS;Mujeres;18 CEUTA;Cuarto;1,8
CENTROS PÚBLICOS;Mujeres;19 MELILLA;Total;8,2
CENTROS PÚBLICOS;Mujeres;19 MELILLA;Primero;11,3
CENTROS PÚBLICOS;Mujeres;19 MELILLA;Segundo;7,3
CENTROS PÚBLICOS;Mujeres;19 MELILLA;Tercero;6,4
CENTROS PÚBLICOS;Mujeres;19 MELILLA;Cuarto;7
CENTROS PRIVADOS;AMBOS SEXOS;00 TOTAL;Total;2,2
CENTROS PRIVADOS;AMBOS SEXOS;00 TOTAL;Primero;2,2
CENTROS PRIVADOS;AMBOS SEXOS;00 TOTAL;Segundo;2,3
CENTROS PRIVADOS;AMBOS SEXOS;00 TOTAL;Tercero;2,1
CENTROS PRIVADOS;AMBOS SEXOS;00 TOTAL;Cuarto;1,9
CENTROS PRIVADOS;AMBOS SEXOS;01 ANDALUCÍA;Total;2,8
CENTROS PRIVADOS;AMBOS SEXOS;01 ANDALUCÍA;Primero;3,3
CENTROS PRIVADOS;AMBOS SEXOS;01 ANDALUCÍA;Segundo;3,3
CENTROS PRIVADOS;AMBOS SEXOS;01 ANDALUCÍA;Tercero;2,4
CENTROS PRIVADOS;AMBOS SEXOS;01 ANDALUCÍA;Cuarto;2,1
CENTROS PRIVADOS;AMBOS SEXOS;Almería;Total;2,1
CENTROS PRIVADOS;AMBOS SEXOS;Almería;Primero;3,3
CENTROS PRIVADOS;AMBOS SEXOS;Almería;Segundo;2,7
CENTROS PRIVADOS;AMBOS SEXOS;Almería;Tercero;1,2
CENTROS PRIVADOS;AMBOS SEXOS;Almería;Cuarto;0,8
CENTROS PRIVADOS;AMBOS SEXOS;Cádiz;Total;2,9
CENTROS PRIVADOS;AMBOS SEXOS;Cádiz;Primero;3,7
CENTROS PRIVADOS;AMBOS SEXOS;Cádiz;Segundo;3,4
CENTROS PRIVADOS;AMBOS SEXOS;Cádiz;Tercero;2,5
CENTROS PRIVADOS;AMBOS SEXOS;Cádiz;Cuarto;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Córdoba;Total;1,9
CENTROS PRIVADOS;AMBOS SEXOS;Córdoba;Primero;2,8
CENTROS PRIVADOS;AMBOS SEXOS;Córdoba;Segundo;2,4
CENTROS PRIVADOS;AMBOS SEXOS;Córdoba;Tercero;1,1
CENTROS PRIVADOS;AMBOS SEXOS;Córdoba;Cuarto;1,1
CENTROS PRIVADOS;AMBOS SEXOS;Granada;Total;3,3
CENTROS PRIVADOS;AMBOS SEXOS;Granada;Primero;3,8
CENTROS PRIVADOS;AMBOS SEXOS;Granada;Segundo;3,4
CENTROS PRIVADOS;AMBOS SEXOS;Granada;Tercero;3
CENTROS PRIVADOS;AMBOS SEXOS;Granada;Cuarto;3,1
CENTROS PRIVADOS;AMBOS SEXOS;Huelva;Total;5,2
CENTROS PRIVADOS;AMBOS SEXOS;Huelva;Primero;5,9
CENTROS PRIVADOS;AMBOS SEXOS;Huelva;Segundo;6,3
CENTROS PRIVADOS;AMBOS SEXOS;Huelva;Tercero;4,6
CENTROS PRIVADOS;AMBOS SEXOS;Huelva;Cuarto;3,6
CENTROS PRIVADOS;AMBOS SEXOS;Jaén;Total;3,2
CENTROS PRIVADOS;AMBOS SEXOS;Jaén;Primero;3,3
CENTROS PRIVADOS;AMBOS SEXOS;Jaén;Segundo;3,4
CENTROS PRIVADOS;AMBOS SEXOS;Jaén;Tercero;3,3
CENTROS PRIVADOS;AMBOS SEXOS;Jaén;Cuarto;2,9
CENTROS PRIVADOS;AMBOS SEXOS;Málaga;Total;2,8
CENTROS PRIVADOS;AMBOS SEXOS;Málaga;Primero;3,3
CENTROS PRIVADOS;AMBOS SEXOS;Málaga;Segundo;3,2
CENTROS PRIVADOS;AMBOS SEXOS;Málaga;Tercero;2,4
CENTROS PRIVADOS;AMBOS SEXOS;Málaga;Cuarto;2,2
CENTROS PRIVADOS;AMBOS SEXOS;Sevilla;Total;2,4
CENTROS PRIVADOS;AMBOS SEXOS;Sevilla;Primero;2,3
CENTROS PRIVADOS;AMBOS SEXOS;Sevilla;Segundo;3,1
CENTROS PRIVADOS;AMBOS SEXOS;Sevilla;Tercero;2,2
CENTROS PRIVADOS;AMBOS SEXOS;Sevilla;Cuarto;1,8
CENTROS PRIVADOS;AMBOS SEXOS;02 ARAGÓN;Total;1,3
CENTROS PRIVADOS;AMBOS SEXOS;02 ARAGÓN;Primero;1,4
CENTROS PRIVADOS;AMBOS SEXOS;02 ARAGÓN;Segundo;0,9
CENTROS PRIVADOS;AMBOS SEXOS;02 ARAGÓN;Tercero;1,5
CENTROS PRIVADOS;AMBOS SEXOS;02 ARAGÓN;Cuarto;1,4
CENTROS PRIVADOS;AMBOS SEXOS;Huesca;Total;1,3
CENTROS PRIVADOS;AMBOS SEXOS;Huesca;Primero;0,8
CENTROS PRIVADOS;AMBOS SEXOS;Huesca;Segundo;1,5
CENTROS PRIVADOS;AMBOS SEXOS;Huesca;Tercero;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Huesca;Cuarto;1
CENTROS PRIVADOS;AMBOS SEXOS;Teruel;Total;1,3
CENTROS PRIVADOS;AMBOS SEXOS;Teruel;Primero;2,4
CENTROS PRIVADOS;AMBOS SEXOS;Teruel;Segundo;0
CENTROS PRIVADOS;AMBOS SEXOS;Teruel;Tercero;1,5
CENTROS PRIVADOS;AMBOS SEXOS;Teruel;Cuarto;1,3
CENTROS PRIVADOS;AMBOS SEXOS;Zaragoza;Total;1,3
CENTROS PRIVADOS;AMBOS SEXOS;Zaragoza;Primero;1,4
CENTROS PRIVADOS;AMBOS SEXOS;Zaragoza;Segundo;0,9
CENTROS PRIVADOS;AMBOS SEXOS;Zaragoza;Tercero;1,4
CENTROS PRIVADOS;AMBOS SEXOS;Zaragoza;Cuarto;1,5
CENTROS PRIVADOS;AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Total;1,8
CENTROS PRIVADOS;AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Primero;1,8
CENTROS PRIVADOS;AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Segundo;1,7
CENTROS PRIVADOS;AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Tercero;2
CENTROS PRIVADOS;AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Cuarto;1,7
CENTROS PRIVADOS;AMBOS SEXOS;04 BALEARS, ILLES;Total;2,4
CENTROS PRIVADOS;AMBOS SEXOS;04 BALEARS, ILLES;Primero;2,8
CENTROS PRIVADOS;AMBOS SEXOS;04 BALEARS, ILLES;Segundo;2,3
CENTROS PRIVADOS;AMBOS SEXOS;04 BALEARS, ILLES;Tercero;2,8
CENTROS PRIVADOS;AMBOS SEXOS;04 BALEARS, ILLES;Cuarto;1,5
CENTROS PRIVADOS;AMBOS SEXOS;05 CANARIAS;Total;1,2
CENTROS PRIVADOS;AMBOS SEXOS;05 CANARIAS;Primero;1,3
CENTROS PRIVADOS;AMBOS SEXOS;05 CANARIAS;Segundo;1,3
CENTROS PRIVADOS;AMBOS SEXOS;05 CANARIAS;Tercero;1,3
CENTROS PRIVADOS;AMBOS SEXOS;05 CANARIAS;Cuarto;1,1
CENTROS PRIVADOS;AMBOS SEXOS;Las Palmas;Total;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Las Palmas;Primero;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Las Palmas;Segundo;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Las Palmas;Tercero;1,9
CENTROS PRIVADOS;AMBOS SEXOS;Las Palmas;Cuarto;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Santa Cruz de Tenerife;Total;0,7
CENTROS PRIVADOS;AMBOS SEXOS;Santa Cruz de Tenerife;Primero;0,9
CENTROS PRIVADOS;AMBOS SEXOS;Santa Cruz de Tenerife;Segundo;0,8
CENTROS PRIVADOS;AMBOS SEXOS;Santa Cruz de Tenerife;Tercero;0,8
CENTROS PRIVADOS;AMBOS SEXOS;Santa Cruz de Tenerife;Cuarto;0,5
CENTROS PRIVADOS;AMBOS SEXOS;06 CANTABRIA;Total;1,9
CENTROS PRIVADOS;AMBOS SEXOS;06 CANTABRIA;Primero;2,1
CENTROS PRIVADOS;AMBOS SEXOS;06 CANTABRIA;Segundo;1,6
CENTROS PRIVADOS;AMBOS SEXOS;06 CANTABRIA;Tercero;2,1
CENTROS PRIVADOS;AMBOS SEXOS;06 CANTABRIA;Cuarto;1,6
CENTROS PRIVADOS;AMBOS SEXOS;07 CASTILLA Y LEÓN;Total;3,3
CENTROS PRIVADOS;AMBOS SEXOS;07 CASTILLA Y LEÓN;Primero;3,8
CENTROS PRIVADOS;AMBOS SEXOS;07 CASTILLA Y LEÓN;Segundo;3,7
CENTROS PRIVADOS;AMBOS SEXOS;07 CASTILLA Y LEÓN;Tercero;2,8
CENTROS PRIVADOS;AMBOS SEXOS;07 CASTILLA Y LEÓN;Cuarto;3
CENTROS PRIVADOS;AMBOS SEXOS;Ávila;Total;3,2
CENTROS PRIVADOS;AMBOS SEXOS;Ávila;Primero;3,1
CENTROS PRIVADOS;AMBOS SEXOS;Ávila;Segundo;5,6
CENTROS PRIVADOS;AMBOS SEXOS;Ávila;Tercero;2
CENTROS PRIVADOS;AMBOS SEXOS;Ávila;Cuarto;2
CENTROS PRIVADOS;AMBOS SEXOS;Burgos;Total;3,4
CENTROS PRIVADOS;AMBOS SEXOS;Burgos;Primero;4,4
CENTROS PRIVADOS;AMBOS SEXOS;Burgos;Segundo;3,7
CENTROS PRIVADOS;AMBOS SEXOS;Burgos;Tercero;2,6
CENTROS PRIVADOS;AMBOS SEXOS;Burgos;Cuarto;2,7
CENTROS PRIVADOS;AMBOS SEXOS;León;Total;2,5
CENTROS PRIVADOS;AMBOS SEXOS;León;Primero;3
CENTROS PRIVADOS;AMBOS SEXOS;León;Segundo;3
CENTROS PRIVADOS;AMBOS SEXOS;León;Tercero;2,1
CENTROS PRIVADOS;AMBOS SEXOS;León;Cuarto;1,7
CENTROS PRIVADOS;AMBOS SEXOS;Palencia;Total;5,9
CENTROS PRIVADOS;AMBOS SEXOS;Palencia;Primero;3,9
CENTROS PRIVADOS;AMBOS SEXOS;Palencia;Segundo;7
CENTROS PRIVADOS;AMBOS SEXOS;Palencia;Tercero;5,9
CENTROS PRIVADOS;AMBOS SEXOS;Palencia;Cuarto;6,7
CENTROS PRIVADOS;AMBOS SEXOS;Salamanca;Total;3,3
CENTROS PRIVADOS;AMBOS SEXOS;Salamanca;Primero;3,8
CENTROS PRIVADOS;AMBOS SEXOS;Salamanca;Segundo;2,8
CENTROS PRIVADOS;AMBOS SEXOS;Salamanca;Tercero;3,1
CENTROS PRIVADOS;AMBOS SEXOS;Salamanca;Cuarto;3,7
CENTROS PRIVADOS;AMBOS SEXOS;Segovia;Total;1,5
CENTROS PRIVADOS;AMBOS SEXOS;Segovia;Primero;0,7
CENTROS PRIVADOS;AMBOS SEXOS;Segovia;Segundo;1,1
CENTROS PRIVADOS;AMBOS SEXOS;Segovia;Tercero;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Segovia;Cuarto;2,7
CENTROS PRIVADOS;AMBOS SEXOS;Soria;Total;2,4
CENTROS PRIVADOS;AMBOS SEXOS;Soria;Primero;1,4
CENTROS PRIVADOS;AMBOS SEXOS;Soria;Segundo;3,7
CENTROS PRIVADOS;AMBOS SEXOS;Soria;Tercero;2,3
CENTROS PRIVADOS;AMBOS SEXOS;Soria;Cuarto;2,2
CENTROS PRIVADOS;AMBOS SEXOS;Valladolid;Total;3,7
CENTROS PRIVADOS;AMBOS SEXOS;Valladolid;Primero;4,4
CENTROS PRIVADOS;AMBOS SEXOS;Valladolid;Segundo;3,8
CENTROS PRIVADOS;AMBOS SEXOS;Valladolid;Tercero;3,2
CENTROS PRIVADOS;AMBOS SEXOS;Valladolid;Cuarto;3,2
CENTROS PRIVADOS;AMBOS SEXOS;Zamora;Total;2,9
CENTROS PRIVADOS;AMBOS SEXOS;Zamora;Primero;5,2
CENTROS PRIVADOS;AMBOS SEXOS;Zamora;Segundo;3,3
CENTROS PRIVADOS;AMBOS SEXOS;Zamora;Tercero;1,6
CENTROS PRIVADOS;AMBOS SEXOS;Zamora;Cuarto;0,9
CENTROS PRIVADOS;AMBOS SEXOS;08 CASTILLA-LA MANCHA;Total;2,3
CENTROS PRIVADOS;AMBOS SEXOS;08 CASTILLA-LA MANCHA;Primero;2,2
CENTROS PRIVADOS;AMBOS SEXOS;08 CASTILLA-LA MANCHA;Segundo;2,3
CENTROS PRIVADOS;AMBOS SEXOS;08 CASTILLA-LA MANCHA;Tercero;2,2
CENTROS PRIVADOS;AMBOS SEXOS;08 CASTILLA-LA MANCHA;Cuarto;2,6
CENTROS PRIVADOS;AMBOS SEXOS;Albacete;Total;1,9
CENTROS PRIVADOS;AMBOS SEXOS;Albacete;Primero;2,1
CENTROS PRIVADOS;AMBOS SEXOS;Albacete;Segundo;1,7
CENTROS PRIVADOS;AMBOS SEXOS;Albacete;Tercero;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Albacete;Cuarto;2,2
CENTROS PRIVADOS;AMBOS SEXOS;Ciudad Real;Total;2,3
CENTROS PRIVADOS;AMBOS SEXOS;Ciudad Real;Primero;2,8
CENTROS PRIVADOS;AMBOS SEXOS;Ciudad Real;Segundo;2,3
CENTROS PRIVADOS;AMBOS SEXOS;Ciudad Real;Tercero;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Ciudad Real;Cuarto;2,2
CENTROS PRIVADOS;AMBOS SEXOS;Cuenca;Total;6,2
CENTROS PRIVADOS;AMBOS SEXOS;Cuenca;Primero;6,8
CENTROS PRIVADOS;AMBOS SEXOS;Cuenca;Segundo;9,4
CENTROS PRIVADOS;AMBOS SEXOS;Cuenca;Tercero;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Cuenca;Cuarto;6,3
CENTROS PRIVADOS;AMBOS SEXOS;Guadalajara;Total;3,3
CENTROS PRIVADOS;AMBOS SEXOS;Guadalajara;Primero;2,4
CENTROS PRIVADOS;AMBOS SEXOS;Guadalajara;Segundo;1,9
CENTROS PRIVADOS;AMBOS SEXOS;Guadalajara;Tercero;4,8
CENTROS PRIVADOS;AMBOS SEXOS;Guadalajara;Cuarto;3,9
CENTROS PRIVADOS;AMBOS SEXOS;Toledo;Total;1,7
CENTROS PRIVADOS;AMBOS SEXOS;Toledo;Primero;1,2
CENTROS PRIVADOS;AMBOS SEXOS;Toledo;Segundo;1,9
CENTROS PRIVADOS;AMBOS SEXOS;Toledo;Tercero;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Toledo;Cuarto;2,1
CENTROS PRIVADOS;AMBOS SEXOS;09 CATALUÑA;Total;1,3
CENTROS PRIVADOS;AMBOS SEXOS;09 CATALUÑA;Primero;1
CENTROS PRIVADOS;AMBOS SEXOS;09 CATALUÑA;Segundo;1
CENTROS PRIVADOS;AMBOS SEXOS;09 CATALUÑA;Tercero;1,3
CENTROS PRIVADOS;AMBOS SEXOS;09 CATALUÑA;Cuarto;1,7
CENTROS PRIVADOS;AMBOS SEXOS;Barcelona;Total;1,2
CENTROS PRIVADOS;AMBOS SEXOS;Barcelona;Primero;0,9
CENTROS PRIVADOS;AMBOS SEXOS;Barcelona;Segundo;1
CENTROS PRIVADOS;AMBOS SEXOS;Barcelona;Tercero;1,3
CENTROS PRIVADOS;AMBOS SEXOS;Barcelona;Cuarto;1,7
CENTROS PRIVADOS;AMBOS SEXOS;Girona;Total;1,1
CENTROS PRIVADOS;AMBOS SEXOS;Girona;Primero;0,6
CENTROS PRIVADOS;AMBOS SEXOS;Girona;Segundo;0,7
CENTROS PRIVADOS;AMBOS SEXOS;Girona;Tercero;1,1
CENTROS PRIVADOS;AMBOS SEXOS;Girona;Cuarto;2
CENTROS PRIVADOS;AMBOS SEXOS;Lleida;Total;1,6
CENTROS PRIVADOS;AMBOS SEXOS;Lleida;Primero;1,5
CENTROS PRIVADOS;AMBOS SEXOS;Lleida;Segundo;1,1
CENTROS PRIVADOS;AMBOS SEXOS;Lleida;Tercero;1,3
CENTROS PRIVADOS;AMBOS SEXOS;Lleida;Cuarto;2,6
CENTROS PRIVADOS;AMBOS SEXOS;Tarragona;Total;1,5
CENTROS PRIVADOS;AMBOS SEXOS;Tarragona;Primero;1,2
CENTROS PRIVADOS;AMBOS SEXOS;Tarragona;Segundo;1,2
CENTROS PRIVADOS;AMBOS SEXOS;Tarragona;Tercero;1,5
CENTROS PRIVADOS;AMBOS SEXOS;Tarragona;Cuarto;2
CENTROS PRIVADOS;AMBOS SEXOS;10 COMUNITAT VALENCIANA;Total;1,3
CENTROS PRIVADOS;AMBOS SEXOS;10 COMUNITAT VALENCIANA;Primero;1,2
CENTROS PRIVADOS;AMBOS SEXOS;10 COMUNITAT VALENCIANA;Segundo;1,2
CENTROS PRIVADOS;AMBOS SEXOS;10 COMUNITAT VALENCIANA;Tercero;1,6
CENTROS PRIVADOS;AMBOS SEXOS;10 COMUNITAT VALENCIANA;Cuarto;1,3
CENTROS PRIVADOS;AMBOS SEXOS;Alicante/Alacant;Total;1,1
CENTROS PRIVADOS;AMBOS SEXOS;Alicante/Alacant;Primero;0,9
CENTROS PRIVADOS;AMBOS SEXOS;Alicante/Alacant;Segundo;1
CENTROS PRIVADOS;AMBOS SEXOS;Alicante/Alacant;Tercero;1,3
CENTROS PRIVADOS;AMBOS SEXOS;Alicante/Alacant;Cuarto;1
CENTROS PRIVADOS;AMBOS SEXOS;Castellón/Castelló;Total;1,7
CENTROS PRIVADOS;AMBOS SEXOS;Castellón/Castelló;Primero;1,9
CENTROS PRIVADOS;AMBOS SEXOS;Castellón/Castelló;Segundo;1,6
CENTROS PRIVADOS;AMBOS SEXOS;Castellón/Castelló;Tercero;2,3
CENTROS PRIVADOS;AMBOS SEXOS;Castellón/Castelló;Cuarto;1
CENTROS PRIVADOS;AMBOS SEXOS;Valencia/València;Total;1,4
CENTROS PRIVADOS;AMBOS SEXOS;Valencia/València;Primero;1,3
CENTROS PRIVADOS;AMBOS SEXOS;Valencia/València;Segundo;1,2
CENTROS PRIVADOS;AMBOS SEXOS;Valencia/València;Tercero;1,6
CENTROS PRIVADOS;AMBOS SEXOS;Valencia/València;Cuarto;1,4
CENTROS PRIVADOS;AMBOS SEXOS;11 EXTREMADURA;Total;1,9
CENTROS PRIVADOS;AMBOS SEXOS;11 EXTREMADURA;Primero;2,2
CENTROS PRIVADOS;AMBOS SEXOS;11 EXTREMADURA;Segundo;2,4
CENTROS PRIVADOS;AMBOS SEXOS;11 EXTREMADURA;Tercero;1,6
CENTROS PRIVADOS;AMBOS SEXOS;11 EXTREMADURA;Cuarto;1,4
CENTROS PRIVADOS;AMBOS SEXOS;Badajoz;Total;2
CENTROS PRIVADOS;AMBOS SEXOS;Badajoz;Primero;2,6
CENTROS PRIVADOS;AMBOS SEXOS;Badajoz;Segundo;2,6
CENTROS PRIVADOS;AMBOS SEXOS;Badajoz;Tercero;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Badajoz;Cuarto;1
CENTROS PRIVADOS;AMBOS SEXOS;Cáceres;Total;1,7
CENTROS PRIVADOS;AMBOS SEXOS;Cáceres;Primero;1,6
CENTROS PRIVADOS;AMBOS SEXOS;Cáceres;Segundo;2,1
CENTROS PRIVADOS;AMBOS SEXOS;Cáceres;Tercero;1,2
CENTROS PRIVADOS;AMBOS SEXOS;Cáceres;Cuarto;2
CENTROS PRIVADOS;AMBOS SEXOS;12 GALICIA;Total;1,2
CENTROS PRIVADOS;AMBOS SEXOS;12 GALICIA;Primero;1,4
CENTROS PRIVADOS;AMBOS SEXOS;12 GALICIA;Segundo;1,7
CENTROS PRIVADOS;AMBOS SEXOS;12 GALICIA;Tercero;0,9
CENTROS PRIVADOS;AMBOS SEXOS;12 GALICIA;Cuarto;1
CENTROS PRIVADOS;AMBOS SEXOS;A Coruña;Total;0,8
CENTROS PRIVADOS;AMBOS SEXOS;A Coruña;Primero;1,1
CENTROS PRIVADOS;AMBOS SEXOS;A Coruña;Segundo;1,3
CENTROS PRIVADOS;AMBOS SEXOS;A Coruña;Tercero;0,3
CENTROS PRIVADOS;AMBOS SEXOS;A Coruña;Cuarto;0,5
CENTROS PRIVADOS;AMBOS SEXOS;Lugo;Total;1,3
CENTROS PRIVADOS;AMBOS SEXOS;Lugo;Primero;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Lugo;Segundo;1,2
CENTROS PRIVADOS;AMBOS SEXOS;Lugo;Tercero;1,7
CENTROS PRIVADOS;AMBOS SEXOS;Lugo;Cuarto;0,6
CENTROS PRIVADOS;AMBOS SEXOS;Ourense;Total;1,9
CENTROS PRIVADOS;AMBOS SEXOS;Ourense;Primero;2
CENTROS PRIVADOS;AMBOS SEXOS;Ourense;Segundo;2,8
CENTROS PRIVADOS;AMBOS SEXOS;Ourense;Tercero;1,1
CENTROS PRIVADOS;AMBOS SEXOS;Ourense;Cuarto;1,7
CENTROS PRIVADOS;AMBOS SEXOS;Pontevedra;Total;1,5
CENTROS PRIVADOS;AMBOS SEXOS;Pontevedra;Primero;1,4
CENTROS PRIVADOS;AMBOS SEXOS;Pontevedra;Segundo;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Pontevedra;Tercero;1,3
CENTROS PRIVADOS;AMBOS SEXOS;Pontevedra;Cuarto;1,3
CENTROS PRIVADOS;AMBOS SEXOS;13 MADRID, COMUNIDAD DE;Total;2,7
CENTROS PRIVADOS;AMBOS SEXOS;13 MADRID, COMUNIDAD DE;Primero;2,7
CENTROS PRIVADOS;AMBOS SEXOS;13 MADRID, COMUNIDAD DE;Segundo;3
CENTROS PRIVADOS;AMBOS SEXOS;13 MADRID, COMUNIDAD DE;Tercero;2,7
CENTROS PRIVADOS;AMBOS SEXOS;13 MADRID, COMUNIDAD DE;Cuarto;2,3
CENTROS PRIVADOS;AMBOS SEXOS;14 MURCIA, REGIÓN DE;Total;4,8
CENTROS PRIVADOS;AMBOS SEXOS;14 MURCIA, REGIÓN DE;Primero;4,5
CENTROS PRIVADOS;AMBOS SEXOS;14 MURCIA, REGIÓN DE;Segundo;5,2
CENTROS PRIVADOS;AMBOS SEXOS;14 MURCIA, REGIÓN DE;Tercero;4,9
CENTROS PRIVADOS;AMBOS SEXOS;14 MURCIA, REGIÓN DE;Cuarto;4,4
CENTROS PRIVADOS;AMBOS SEXOS;15 NAVARRA, COMUNIDAD FORAL DE;Total;1,2
CENTROS PRIVADOS;AMBOS SEXOS;15 NAVARRA, COMUNIDAD FORAL DE;Primero;1
CENTROS PRIVADOS;AMBOS SEXOS;15 NAVARRA, COMUNIDAD FORAL DE;Segundo;1
CENTROS PRIVADOS;AMBOS SEXOS;15 NAVARRA, COMUNIDAD FORAL DE;Tercero;1,6
CENTROS PRIVADOS;AMBOS SEXOS;15 NAVARRA, COMUNIDAD FORAL DE;Cuarto;1,2
CENTROS PRIVADOS;AMBOS SEXOS;16 PAÍS VASCO;Total;2,4
CENTROS PRIVADOS;AMBOS SEXOS;16 PAÍS VASCO;Primero;2,6
CENTROS PRIVADOS;AMBOS SEXOS;16 PAÍS VASCO;Segundo;2,7
CENTROS PRIVADOS;AMBOS SEXOS;16 PAÍS VASCO;Tercero;2,2
CENTROS PRIVADOS;AMBOS SEXOS;16 PAÍS VASCO;Cuarto;2
CENTROS PRIVADOS;AMBOS SEXOS;Araba/Álava;Total;3,9
CENTROS PRIVADOS;AMBOS SEXOS;Araba/Álava;Primero;3,6
CENTROS PRIVADOS;AMBOS SEXOS;Araba/Álava;Segundo;4,6
CENTROS PRIVADOS;AMBOS SEXOS;Araba/Álava;Tercero;3,3
CENTROS PRIVADOS;AMBOS SEXOS;Araba/Álava;Cuarto;4,1
CENTROS PRIVADOS;AMBOS SEXOS;Gipuzkoa;Total;1,7
CENTROS PRIVADOS;AMBOS SEXOS;Gipuzkoa;Primero;1,8
CENTROS PRIVADOS;AMBOS SEXOS;Gipuzkoa;Segundo;1,9
CENTROS PRIVADOS;AMBOS SEXOS;Gipuzkoa;Tercero;1,9
CENTROS PRIVADOS;AMBOS SEXOS;Gipuzkoa;Cuarto;1,4
CENTROS PRIVADOS;AMBOS SEXOS;Bizkaia;Total;2,4
CENTROS PRIVADOS;AMBOS SEXOS;Bizkaia;Primero;2,8
CENTROS PRIVADOS;AMBOS SEXOS;Bizkaia;Segundo;2,8
CENTROS PRIVADOS;AMBOS SEXOS;Bizkaia;Tercero;2,1
CENTROS PRIVADOS;AMBOS SEXOS;Bizkaia;Cuarto;1,8
CENTROS PRIVADOS;AMBOS SEXOS;17 RIOJA, LA;Total;2,5
CENTROS PRIVADOS;AMBOS SEXOS;17 RIOJA, LA;Primero;3,5
CENTROS PRIVADOS;AMBOS SEXOS;17 RIOJA, LA;Segundo;2
CENTROS PRIVADOS;AMBOS SEXOS;17 RIOJA, LA;Tercero;2,1
CENTROS PRIVADOS;AMBOS SEXOS;17 RIOJA, LA;Cuarto;2,2
CENTROS PRIVADOS;AMBOS SEXOS;18 CEUTA;Total;1,4
CENTROS PRIVADOS;AMBOS SEXOS;18 CEUTA;Primero;1,9
CENTROS PRIVADOS;AMBOS SEXOS;18 CEUTA;Segundo;0,7
CENTROS PRIVADOS;AMBOS SEXOS;18 CEUTA;Tercero;1,8
CENTROS PRIVADOS;AMBOS SEXOS;18 CEUTA;Cuarto;1,2
CENTROS PRIVADOS;AMBOS SEXOS;19 MELILLA;Total;6,1
CENTROS PRIVADOS;AMBOS SEXOS;19 MELILLA;Primero;3,4
CENTROS PRIVADOS;AMBOS SEXOS;19 MELILLA;Segundo;7,4
CENTROS PRIVADOS;AMBOS SEXOS;19 MELILLA;Tercero;7,8
CENTROS PRIVADOS;AMBOS SEXOS;19 MELILLA;Cuarto;6,5
