Titularidad;Sexo;Comunidad autónoma/provincia;Curso;Total
TODOS LOS CENTROS;Mujeres;León;Primero;3,2
TODOS LOS CENTROS;Mujeres;León;Segundo;4,2
TODOS LOS CENTROS;Mujeres;León;Tercero;2,5
TODOS LOS CENTROS;Mujeres;León;Cuarto;1,9
TODOS LOS CENTROS;Mujeres;Palencia;Total;4,7
TODOS LOS CENTROS;Mujeres;Palencia;Primero;5,8
TODOS LOS CENTROS;Mujeres;Palencia;Segundo;5
TODOS LOS CENTROS;Mujeres;Palencia;Tercero;4,8
TODOS LOS CENTROS;Mujeres;Palencia;Cuarto;3,1
TODOS LOS CENTROS;Mujeres;Salamanca;Total;3,7
TODOS LOS CENTROS;Mujeres;Salamanca;Primero;4,7
TODOS LOS CENTROS;Mujeres;Salamanca;Segundo;3,6
TODOS LOS CENTROS;Mujeres;Salamanca;Tercero;3,6
TODOS LOS CENTROS;Mujeres;Salamanca;Cuarto;3
TODOS LOS CENTROS;Mujeres;Segovia;Total;4,4
TODOS LOS CENTROS;Mujeres;Segovia;Primero;6
TODOS LOS CENTROS;Mujeres;Segovia;Segundo;3,7
TODOS LOS CENTROS;Mujeres;Segovia;Tercero;5,2
TODOS LOS CENTROS;Mujeres;Segovia;Cuarto;2,7
TODOS LOS CENTROS;Mujeres;Soria;Total;1,9
TODOS LOS CENTROS;Mujeres;Soria;Primero;2,1
TODOS LOS CENTROS;Mujeres;Soria;Segundo;2,3
TODOS LOS CENTROS;Mujeres;Soria;Tercero;2,6
TODOS LOS CENTROS;Mujeres;Soria;Cuarto;0,5
TODOS LOS CENTROS;Mujeres;Valladolid;Total;3,9
TODOS LOS CENTROS;Mujeres;Valladolid;Primero;4,5
TODOS LOS CENTROS;Mujeres;Valladolid;Segundo;4,5
TODOS LOS CENTROS;Mujeres;Valladolid;Tercero;3,4
TODOS LOS CENTROS;Mujeres;Valladolid;Cuarto;3
TODOS LOS CENTROS;Mujeres;Zamora;Total;2,9
TODOS LOS CENTROS;Mujeres;Zamora;Primero;3,7
TODOS LOS CENTROS;Mujeres;Zamora;Segundo;3,7
TODOS LOS CENTROS;Mujeres;Zamora;Tercero;3,2
TODOS LOS CENTROS;Mujeres;Zamora;Cuarto;1,2
TODOS LOS CENTROS;Mujeres;08 CASTILLA-LA MANCHA;Total;3,8
TODOS LOS CENTROS;Mujeres;08 CASTILLA-LA MANCHA;Primero;4,6
TODOS LOS CENTROS;Mujeres;08 CASTILLA-LA MANCHA;Segundo;4
TODOS LOS CENTROS;Mujeres;08 CASTILLA-LA MANCHA;Tercero;3,7
TODOS LOS CENTROS;Mujeres;08 CASTILLA-LA MANCHA;Cuarto;3
TODOS LOS CENTROS;Mujeres;Albacete;Total;2,7
TODOS LOS CENTROS;Mujeres;Albacete;Primero;3,7
TODOS LOS CENTROS;Mujeres;Albacete;Segundo;2,4
TODOS LOS CENTROS;Mujeres;Albacete;Tercero;2,5
TODOS LOS CENTROS;Mujeres;Albacete;Cuarto;2,2
TODOS LOS CENTROS;Mujeres;Ciudad Real;Total;2,9
TODOS LOS CENTROS;Mujeres;Ciudad Real;Primero;3,1
TODOS LOS CENTROS;Mujeres;Ciudad Real;Segundo;3,5
TODOS LOS CENTROS;Mujeres;Ciudad Real;Tercero;2,8
TODOS LOS CENTROS;Mujeres;Ciudad Real;Cuarto;2
TODOS LOS CENTROS;Mujeres;Cuenca;Total;8,8
TODOS LOS CENTROS;Mujeres;Cuenca;Primero;10,2
TODOS LOS CENTROS;Mujeres;Cuenca;Segundo;9,6
TODOS LOS CENTROS;Mujeres;Cuenca;Tercero;8,6
TODOS LOS CENTROS;Mujeres;Cuenca;Cuarto;6,4
TODOS LOS CENTROS;Mujeres;Guadalajara;Total;3,4
TODOS LOS CENTROS;Mujeres;Guadalajara;Primero;4,4
TODOS LOS CENTROS;Mujeres;Guadalajara;Segundo;3,2
TODOS LOS CENTROS;Mujeres;Guadalajara;Tercero;3
TODOS LOS CENTROS;Mujeres;Guadalajara;Cuarto;2,8
TODOS LOS CENTROS;Mujeres;Toledo;Total;4
TODOS LOS CENTROS;Mujeres;Toledo;Primero;4,7
TODOS LOS CENTROS;Mujeres;Toledo;Segundo;4,1
TODOS LOS CENTROS;Mujeres;Toledo;Tercero;3,9
TODOS LOS CENTROS;Mujeres;Toledo;Cuarto;3,2
TODOS LOS CENTROS;Mujeres;09 CATALUÑA;Total;1,7
TODOS LOS CENTROS;Mujeres;09 CATALUÑA;Primero;1
TODOS LOS CENTROS;Mujeres;09 CATALUÑA;Segundo;1,4
TODOS LOS CENTROS;Mujeres;09 CATALUÑA;Tercero;1,7
TODOS LOS CENTROS;Mujeres;09 CATALUÑA;Cuarto;2,6
TODOS LOS CENTROS;Mujeres;Barcelona;Total;1,6
TODOS LOS CENTROS;Mujeres;Barcelona;Primero;1
TODOS LOS CENTROS;Mujeres;Barcelona;Segundo;1,3
TODOS LOS CENTROS;Mujeres;Barcelona;Tercero;1,7
TODOS LOS CENTROS;Mujeres;Barcelona;Cuarto;2,5
TODOS LOS CENTROS;Mujeres;Girona;Total;1,6
TODOS LOS CENTROS;Mujeres;Girona;Primero;0,9
TODOS LOS CENTROS;Mujeres;Girona;Segundo;1,3
TODOS LOS CENTROS;Mujeres;Girona;Tercero;1,5
TODOS LOS CENTROS;Mujeres;Girona;Cuarto;2,8
TODOS LOS CENTROS;Mujeres;Lleida;Total;2,1
TODOS LOS CENTROS;Mujeres;Lleida;Primero;1,8
TODOS LOS CENTROS;Mujeres;Lleida;Segundo;1,8
TODOS LOS CENTROS;Mujeres;Lleida;Tercero;2,2
TODOS LOS CENTROS;Mujeres;Lleida;Cuarto;2,8
TODOS LOS CENTROS;Mujeres;Tarragona;Total;2
TODOS LOS CENTROS;Mujeres;Tarragona;Primero;1,1
TODOS LOS CENTROS;Mujeres;Tarragona;Segundo;2
TODOS LOS CENTROS;Mujeres;Tarragona;Tercero;2
TODOS LOS CENTROS;Mujeres;Tarragona;Cuarto;3
TODOS LOS CENTROS;Mujeres;10 COMUNITAT VALENCIANA;Total;3,1
TODOS LOS CENTROS;Mujeres;10 COMUNITAT VALENCIANA;Primero;3,8
TODOS LOS CENTROS;Mujeres;10 COMUNITAT VALENCIANA;Segundo;3,3
TODOS LOS CENTROS;Mujeres;10 COMUNITAT VALENCIANA;Tercero;3
TODOS LOS CENTROS;Mujeres;10 COMUNITAT VALENCIANA;Cuarto;1,9
TODOS LOS CENTROS;Mujeres;Alicante/Alacant;Total;3,5
TODOS LOS CENTROS;Mujeres;Alicante/Alacant;Primero;4,2
TODOS LOS CENTROS;Mujeres;Alicante/Alacant;Segundo;3,9
TODOS LOS CENTROS;Mujeres;Alicante/Alacant;Tercero;3,2
TODOS LOS CENTROS;Mujeres;Alicante/Alacant;Cuarto;2,3
TODOS LOS CENTROS;Mujeres;Castellón/Castelló;Total;2,7
TODOS LOS CENTROS;Mujeres;Castellón/Castelló;Primero;3,5
TODOS LOS CENTROS;Mujeres;Castellón/Castelló;Segundo;2,8
TODOS LOS CENTROS;Mujeres;Castellón/Castelló;Tercero;2,8
TODOS LOS CENTROS;Mujeres;Castellón/Castelló;Cuarto;1,6
TODOS LOS CENTROS;Mujeres;Valencia/València;Total;2,8
TODOS LOS CENTROS;Mujeres;Valencia/València;Primero;3,6
TODOS LOS CENTROS;Mujeres;Valencia/València;Segundo;3
TODOS LOS CENTROS;Mujeres;Valencia/València;Tercero;2,8
TODOS LOS CENTROS;Mujeres;Valencia/València;Cuarto;1,6
TODOS LOS CENTROS;Mujeres;11 EXTREMADURA;Total;2,4
TODOS LOS CENTROS;Mujeres;11 EXTREMADURA;Primero;3,4
TODOS LOS CENTROS;Mujeres;11 EXTREMADURA;Segundo;2,9
TODOS LOS CENTROS;Mujeres;11 EXTREMADURA;Tercero;1,5
TODOS LOS CENTROS;Mujeres;11 EXTREMADURA;Cuarto;1,6
TODOS LOS CENTROS;Mujeres;Badajoz;Total;2,2
TODOS LOS CENTROS;Mujeres;Badajoz;Primero;3
TODOS LOS CENTROS;Mujeres;Badajoz;Segundo;2,6
TODOS LOS CENTROS;Mujeres;Badajoz;Tercero;1,5
TODOS LOS CENTROS;Mujeres;Badajoz;Cuarto;1,7
TODOS LOS CENTROS;Mujeres;Cáceres;Total;2,6
TODOS LOS CENTROS;Mujeres;Cáceres;Primero;4
TODOS LOS CENTROS;Mujeres;Cáceres;Segundo;3,5
TODOS LOS CENTROS;Mujeres;Cáceres;Tercero;1,3
TODOS LOS CENTROS;Mujeres;Cáceres;Cuarto;1,6
TODOS LOS CENTROS;Mujeres;12 GALICIA;Total;2
TODOS LOS CENTROS;Mujeres;12 GALICIA;Primero;2,5
TODOS LOS CENTROS;Mujeres;12 GALICIA;Segundo;2,2
TODOS LOS CENTROS;Mujeres;12 GALICIA;Tercero;1,9
TODOS LOS CENTROS;Mujeres;12 GALICIA;Cuarto;1,5
TODOS LOS CENTROS;Mujeres;A Coruña;Total;2
TODOS LOS CENTROS;Mujeres;A Coruña;Primero;2,8
TODOS LOS CENTROS;Mujeres;A Coruña;Segundo;2
TODOS LOS CENTROS;Mujeres;A Coruña;Tercero;1,7
TODOS LOS CENTROS;Mujeres;A Coruña;Cuarto;1,2
TODOS LOS CENTROS;Mujeres;Lugo;Total;2,2
TODOS LOS CENTROS;Mujeres;Lugo;Primero;3
TODOS LOS CENTROS;Mujeres;Lugo;Segundo;2,2
TODOS LOS CENTROS;Mujeres;Lugo;Tercero;1,9
TODOS LOS CENTROS;Mujeres;Lugo;Cuarto;1,8
TODOS LOS CENTROS;Mujeres;Ourense;Total;2,4
TODOS LOS CENTROS;Mujeres;Ourense;Primero;3,1
TODOS LOS CENTROS;Mujeres;Ourense;Segundo;2,5
TODOS LOS CENTROS;Mujeres;Ourense;Tercero;2,4
TODOS LOS CENTROS;Mujeres;Ourense;Cuarto;1,4
TODOS LOS CENTROS;Mujeres;Pontevedra;Total;2
TODOS LOS CENTROS;Mujeres;Pontevedra;Primero;1,8
TODOS LOS CENTROS;Mujeres;Pontevedra;Segundo;2,4
TODOS LOS CENTROS;Mujeres;Pontevedra;Tercero;1,9
TODOS LOS CENTROS;Mujeres;Pontevedra;Cuarto;1,8
TODOS LOS CENTROS;Mujeres;13 MADRID, COMUNIDAD DE;Total;3,7
TODOS LOS CENTROS;Mujeres;13 MADRID, COMUNIDAD DE;Primero;4,2
TODOS LOS CENTROS;Mujeres;13 MADRID, COMUNIDAD DE;Segundo;4
TODOS LOS CENTROS;Mujeres;13 MADRID, COMUNIDAD DE;Tercero;3,5
TODOS LOS CENTROS;Mujeres;13 MADRID, COMUNIDAD DE;Cuarto;3
TODOS LOS CENTROS;Mujeres;14 MURCIA, REGIÓN DE;Total;5,8
TODOS LOS CENTROS;Mujeres;14 MURCIA, REGIÓN DE;Primero;6,9
TODOS LOS CENTROS;Mujeres;14 MURCIA, REGIÓN DE;Segundo;6,7
TODOS LOS CENTROS;Mujeres;14 MURCIA, REGIÓN DE;Tercero;5
TODOS LOS CENTROS;Mujeres;14 MURCIA, REGIÓN DE;Cuarto;4,3
TODOS LOS CENTROS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Total;2,8
TODOS LOS CENTROS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Primero;3,1
TODOS LOS CENTROS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Segundo;3
TODOS LOS CENTROS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Tercero;2,5
TODOS LOS CENTROS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Cuarto;2,4
TODOS LOS CENTROS;Mujeres;16 PAÍS VASCO;Total;2,9
TODOS LOS CENTROS;Mujeres;16 PAÍS VASCO;Primero;3,4
TODOS LOS CENTROS;Mujeres;16 PAÍS VASCO;Segundo;3,6
TODOS LOS CENTROS;Mujeres;16 PAÍS VASCO;Tercero;2,5
TODOS LOS CENTROS;Mujeres;16 PAÍS VASCO;Cuarto;1,9
TODOS LOS CENTROS;Mujeres;Araba/Álava;Total;4,1
TODOS LOS CENTROS;Mujeres;Araba/Álava;Primero;4,7
TODOS LOS CENTROS;Mujeres;Araba/Álava;Segundo;5,2
TODOS LOS CENTROS;Mujeres;Araba/Álava;Tercero;3,7
TODOS LOS CENTROS;Mujeres;Araba/Álava;Cuarto;2,8
TODOS LOS CENTROS;Mujeres;Gipuzkoa;Total;2,5
TODOS LOS CENTROS;Mujeres;Gipuzkoa;Primero;2,7
TODOS LOS CENTROS;Mujeres;Gipuzkoa;Segundo;3,3
TODOS LOS CENTROS;Mujeres;Gipuzkoa;Tercero;2,2
TODOS LOS CENTROS;Mujeres;Gipuzkoa;Cuarto;1,6
TODOS LOS CENTROS;Mujeres;Bizkaia;Total;2,7
TODOS LOS CENTROS;Mujeres;Bizkaia;Primero;3,5
TODOS LOS CENTROS;Mujeres;Bizkaia;Segundo;3,3
TODOS LOS CENTROS;Mujeres;Bizkaia;Tercero;2,3
TODOS LOS CENTROS;Mujeres;Bizkaia;Cuarto;1,8
TODOS LOS CENTROS;Mujeres;17 RIOJA, LA;Total;2,9
TODOS LOS CENTROS;Mujeres;17 RIOJA, LA;Primero;5,5
TODOS LOS CENTROS;Mujeres;17 RIOJA, LA;Segundo;2,3
TODOS LOS CENTROS;Mujeres;17 RIOJA, LA;Tercero;2,1
TODOS LOS CENTROS;Mujeres;17 RIOJA, LA;Cuarto;1,6
TODOS LOS CENTROS;Mujeres;18 CEUTA;Total;3,7
TODOS LOS CENTROS;Mujeres;18 CEUTA;Primero;5,4
TODOS LOS CENTROS;Mujeres;18 CEUTA;Segundo;3,6
TODOS LOS CENTROS;Mujeres;18 CEUTA;Tercero;3,1
TODOS LOS CENTROS;Mujeres;18 CEUTA;Cuarto;1,7
TODOS LOS CENTROS;Mujeres;19 MELILLA;Total;8
TODOS LOS CENTROS;Mujeres;19 MELILLA;Primero;10,5
TODOS LOS CENTROS;Mujeres;19 MELILLA;Segundo;7,6
TODOS LOS CENTROS;Mujeres;19 MELILLA;Tercero;6,4
TODOS LOS CENTROS;Mujeres;19 MELILLA;Cuarto;7
CENTROS PÚBLICOS;AMBOS SEXOS;00 TOTAL;Total;5,2
CENTROS PÚBLICOS;AMBOS SEXOS;00 TOTAL;Primero;6,3
CENTROS PÚBLICOS;AMBOS SEXOS;00 TOTAL;Segundo;5,6
CENTROS PÚBLICOS;AMBOS SEXOS;00 TOTAL;Tercero;4,7
CENTROS PÚBLICOS;AMBOS SEXOS;00 TOTAL;Cuarto;4
CENTROS PÚBLICOS;AMBOS SEXOS;01 ANDALUCÍA;Total;7,6
CENTROS PÚBLICOS;AMBOS SEXOS;01 ANDALUCÍA;Primero;9,2
CENTROS PÚBLICOS;AMBOS SEXOS;01 ANDALUCÍA;Segundo;8,9
CENTROS PÚBLICOS;AMBOS SEXOS;01 ANDALUCÍA;Tercero;6,8
CENTROS PÚBLICOS;AMBOS SEXOS;01 ANDALUCÍA;Cuarto;4,9
CENTROS PÚBLICOS;AMBOS SEXOS;Almería;Total;9,8
CENTROS PÚBLICOS;AMBOS SEXOS;Almería;Primero;12
CENTROS PÚBLICOS;AMBOS SEXOS;Almería;Segundo;10,9
CENTROS PÚBLICOS;AMBOS SEXOS;Almería;Tercero;9,1
CENTROS PÚBLICOS;AMBOS SEXOS;Almería;Cuarto;6
CENTROS PÚBLICOS;AMBOS SEXOS;Cádiz;Total;7
CENTROS PÚBLICOS;AMBOS SEXOS;Cádiz;Primero;7,8
CENTROS PÚBLICOS;AMBOS SEXOS;Cádiz;Segundo;8,2
CENTROS PÚBLICOS;AMBOS SEXOS;Cádiz;Tercero;6,6
CENTROS PÚBLICOS;AMBOS SEXOS;Cádiz;Cuarto;5,1
CENTROS PÚBLICOS;AMBOS SEXOS;Córdoba;Total;5,6
CENTROS PÚBLICOS;AMBOS SEXOS;Córdoba;Primero;7,7
CENTROS PÚBLICOS;AMBOS SEXOS;Córdoba;Segundo;6,3
CENTROS PÚBLICOS;AMBOS SEXOS;Córdoba;Tercero;4,9
CENTROS PÚBLICOS;AMBOS SEXOS;Córdoba;Cuarto;2,8
CENTROS PÚBLICOS;AMBOS SEXOS;Granada;Total;6,7
CENTROS PÚBLICOS;AMBOS SEXOS;Granada;Primero;8,5
CENTROS PÚBLICOS;AMBOS SEXOS;Granada;Segundo;7,1
CENTROS PÚBLICOS;AMBOS SEXOS;Granada;Tercero;5,7
CENTROS PÚBLICOS;AMBOS SEXOS;Granada;Cuarto;4,8
CENTROS PÚBLICOS;AMBOS SEXOS;Huelva;Total;7,8
CENTROS PÚBLICOS;AMBOS SEXOS;Huelva;Primero;9,6
CENTROS PÚBLICOS;AMBOS SEXOS;Huelva;Segundo;8,9
CENTROS PÚBLICOS;AMBOS SEXOS;Huelva;Tercero;7,3
CENTROS PÚBLICOS;AMBOS SEXOS;Huelva;Cuarto;4,4
CENTROS PÚBLICOS;AMBOS SEXOS;Jaén;Total;6,3
CENTROS PÚBLICOS;AMBOS SEXOS;Jaén;Primero;8,4
CENTROS PÚBLICOS;AMBOS SEXOS;Jaén;Segundo;6,7
CENTROS PÚBLICOS;AMBOS SEXOS;Jaén;Tercero;6
CENTROS PÚBLICOS;AMBOS SEXOS;Jaén;Cuarto;3,7
CENTROS PÚBLICOS;AMBOS SEXOS;Málaga;Total;8,7
CENTROS PÚBLICOS;AMBOS SEXOS;Málaga;Primero;10,1
CENTROS PÚBLICOS;AMBOS SEXOS;Málaga;Segundo;10,2
CENTROS PÚBLICOS;AMBOS SEXOS;Málaga;Tercero;7,7
CENTROS PÚBLICOS;AMBOS SEXOS;Málaga;Cuarto;5,9
CENTROS PÚBLICOS;AMBOS SEXOS;Sevilla;Total;7,7
CENTROS PÚBLICOS;AMBOS SEXOS;Sevilla;Primero;9
CENTROS PÚBLICOS;AMBOS SEXOS;Sevilla;Segundo;9,6
CENTROS PÚBLICOS;AMBOS SEXOS;Sevilla;Tercero;6,6
CENTROS PÚBLICOS;AMBOS SEXOS;Sevilla;Cuarto;4,8
CENTROS PÚBLICOS;AMBOS SEXOS;02 ARAGÓN;Total;2,9
CENTROS PÚBLICOS;AMBOS SEXOS;02 ARAGÓN;Primero;4,6
CENTROS PÚBLICOS;AMBOS SEXOS;02 ARAGÓN;Segundo;2,4
CENTROS PÚBLICOS;AMBOS SEXOS;02 ARAGÓN;Tercero;2,4
CENTROS PÚBLICOS;AMBOS SEXOS;02 ARAGÓN;Cuarto;1,8
CENTROS PÚBLICOS;AMBOS SEXOS;Huesca;Total;3,2
CENTROS PÚBLICOS;AMBOS SEXOS;Huesca;Primero;4,6
CENTROS PÚBLICOS;AMBOS SEXOS;Huesca;Segundo;2,7
CENTROS PÚBLICOS;AMBOS SEXOS;Huesca;Tercero;3
CENTROS PÚBLICOS;AMBOS SEXOS;Huesca;Cuarto;2,1
CENTROS PÚBLICOS;AMBOS SEXOS;Teruel;Total;2,2
CENTROS PÚBLICOS;AMBOS SEXOS;Teruel;Primero;2,5
CENTROS PÚBLICOS;AMBOS SEXOS;Teruel;Segundo;2
CENTROS PÚBLICOS;AMBOS SEXOS;Teruel;Tercero;2,4
CENTROS PÚBLICOS;AMBOS SEXOS;Teruel;Cuarto;1,9
CENTROS PÚBLICOS;AMBOS SEXOS;Zaragoza;Total;3
CENTROS PÚBLICOS;AMBOS SEXOS;Zaragoza;Primero;5
CENTROS PÚBLICOS;AMBOS SEXOS;Zaragoza;Segundo;2,3
CENTROS PÚBLICOS;AMBOS SEXOS;Zaragoza;Tercero;2,2
CENTROS PÚBLICOS;AMBOS SEXOS;Zaragoza;Cuarto;1,7
CENTROS PÚBLICOS;AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Total;2,8
CENTROS PÚBLICOS;AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Primero;3,9
CENTROS PÚBLICOS;AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Segundo;2,2
CENTROS PÚBLICOS;AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Tercero;2,8
CENTROS PÚBLICOS;AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Cuarto;2,3
CENTROS PÚBLICOS;AMBOS SEXOS;04 BALEARS, ILLES;Total;4,8
CENTROS PÚBLICOS;AMBOS SEXOS;04 BALEARS, ILLES;Primero;5,1
CENTROS PÚBLICOS;AMBOS SEXOS;04 BALEARS, ILLES;Segundo;5,4
CENTROS PÚBLICOS;AMBOS SEXOS;04 BALEARS, ILLES;Tercero;4,4
CENTROS PÚBLICOS;AMBOS SEXOS;04 BALEARS, ILLES;Cuarto;4,1
CENTROS PÚBLICOS;AMBOS SEXOS;05 CANARIAS;Total;3,7
CENTROS PÚBLICOS;AMBOS SEXOS;05 CANARIAS;Primero;4,8
CENTROS PÚBLICOS;AMBOS SEXOS;05 CANARIAS;Segundo;2,9
CENTROS PÚBLICOS;AMBOS SEXOS;05 CANARIAS;Tercero;3,7
CENTROS PÚBLICOS;AMBOS SEXOS;05 CANARIAS;Cuarto;3,2
CENTROS PÚBLICOS;AMBOS SEXOS;Las Palmas;Total;3,5
CENTROS PÚBLICOS;AMBOS SEXOS;Las Palmas;Primero;4,5
CENTROS PÚBLICOS;AMBOS SEXOS;Las Palmas;Segundo;3
CENTROS PÚBLICOS;AMBOS SEXOS;Las Palmas;Tercero;3,3
CENTROS PÚBLICOS;AMBOS SEXOS;Las Palmas;Cuarto;3,2
CENTROS PÚBLICOS;AMBOS SEXOS;Santa Cruz de Tenerife;Total;3,9
CENTROS PÚBLICOS;AMBOS SEXOS;Santa Cruz de Tenerife;Primero;5,2
CENTROS PÚBLICOS;AMBOS SEXOS;Santa Cruz de Tenerife;Segundo;2,8
CENTROS PÚBLICOS;AMBOS SEXOS;Santa Cruz de Tenerife;Tercero;4,1
CENTROS PÚBLICOS;AMBOS SEXOS;Santa Cruz de Tenerife;Cuarto;3,3
CENTROS PÚBLICOS;AMBOS SEXOS;06 CANTABRIA;Total;2,9
CENTROS PÚBLICOS;AMBOS SEXOS;06 CANTABRIA;Primero;3,4
CENTROS PÚBLICOS;AMBOS SEXOS;06 CANTABRIA;Segundo;3,2
CENTROS PÚBLICOS;AMBOS SEXOS;06 CANTABRIA;Tercero;3,2
CENTROS PÚBLICOS;AMBOS SEXOS;06 CANTABRIA;Cuarto;1,7
CENTROS PÚBLICOS;AMBOS SEXOS;07 CASTILLA Y LEÓN;Total;4,9
CENTROS PÚBLICOS;AMBOS SEXOS;07 CASTILLA Y LEÓN;Primero;6,6
CENTROS PÚBLICOS;AMBOS SEXOS;07 CASTILLA Y LEÓN;Segundo;5,1
CENTROS PÚBLICOS;AMBOS SEXOS;07 CASTILLA Y LEÓN;Tercero;4,3
CENTROS PÚBLICOS;AMBOS SEXOS;07 CASTILLA Y LEÓN;Cuarto;3,3
CENTROS PÚBLICOS;AMBOS SEXOS;Ávila;Total;6,2
CENTROS PÚBLICOS;AMBOS SEXOS;Ávila;Primero;7,6
CENTROS PÚBLICOS;AMBOS SEXOS;Ávila;Segundo;6,3
CENTROS PÚBLICOS;AMBOS SEXOS;Ávila;Tercero;5,1
CENTROS PÚBLICOS;AMBOS SEXOS;Ávila;Cuarto;5,6
CENTROS PÚBLICOS;AMBOS SEXOS;Burgos;Total;4,3
CENTROS PÚBLICOS;AMBOS SEXOS;Burgos;Primero;6,4
CENTROS PÚBLICOS;AMBOS SEXOS;Burgos;Segundo;4,4
CENTROS PÚBLICOS;AMBOS SEXOS;Burgos;Tercero;3,8
CENTROS PÚBLICOS;AMBOS SEXOS;Burgos;Cuarto;2,2
CENTROS PÚBLICOS;AMBOS SEXOS;León;Total;4,2
CENTROS PÚBLICOS;AMBOS SEXOS;León;Primero;4,7
CENTROS PÚBLICOS;AMBOS SEXOS;León;Segundo;5,7
CENTROS PÚBLICOS;AMBOS SEXOS;León;Tercero;3,5
CENTROS PÚBLICOS;AMBOS SEXOS;León;Cuarto;3
CENTROS PÚBLICOS;AMBOS SEXOS;Palencia;Total;5,7
CENTROS PÚBLICOS;AMBOS SEXOS;Palencia;Primero;9,8
CENTROS PÚBLICOS;AMBOS SEXOS;Palencia;Segundo;4,9
CENTROS PÚBLICOS;AMBOS SEXOS;Palencia;Tercero;4,5
CENTROS PÚBLICOS;AMBOS SEXOS;Palencia;Cuarto;2,8
CENTROS PÚBLICOS;AMBOS SEXOS;Salamanca;Total;5,2
CENTROS PÚBLICOS;AMBOS SEXOS;Salamanca;Primero;7,5
CENTROS PÚBLICOS;AMBOS SEXOS;Salamanca;Segundo;4,8
CENTROS PÚBLICOS;AMBOS SEXOS;Salamanca;Tercero;4
CENTROS PÚBLICOS;AMBOS SEXOS;Salamanca;Cuarto;4
CENTROS PÚBLICOS;AMBOS SEXOS;Segovia;Total;6
CENTROS PÚBLICOS;AMBOS SEXOS;Segovia;Primero;8,6
CENTROS PÚBLICOS;AMBOS SEXOS;Segovia;Segundo;5,6
CENTROS PÚBLICOS;AMBOS SEXOS;Segovia;Tercero;5,5
CENTROS PÚBLICOS;AMBOS SEXOS;Segovia;Cuarto;4,1
CENTROS PÚBLICOS;AMBOS SEXOS;Soria;Total;3
CENTROS PÚBLICOS;AMBOS SEXOS;Soria;Primero;3,9
CENTROS PÚBLICOS;AMBOS SEXOS;Soria;Segundo;3,3
CENTROS PÚBLICOS;AMBOS SEXOS;Soria;Tercero;3,7
CENTROS PÚBLICOS;AMBOS SEXOS;Soria;Cuarto;1
CENTROS PÚBLICOS;AMBOS SEXOS;Valladolid;Total;5,1
CENTROS PÚBLICOS;AMBOS SEXOS;Valladolid;Primero;6,6
CENTROS PÚBLICOS;AMBOS SEXOS;Valladolid;Segundo;5,4
CENTROS PÚBLICOS;AMBOS SEXOS;Valladolid;Tercero;4,5
CENTROS PÚBLICOS;AMBOS SEXOS;Valladolid;Cuarto;3,5
CENTROS PÚBLICOS;AMBOS SEXOS;Zamora;Total;4,4
CENTROS PÚBLICOS;AMBOS SEXOS;Zamora;Primero;6
CENTROS PÚBLICOS;AMBOS SEXOS;Zamora;Segundo;4,8
CENTROS PÚBLICOS;AMBOS SEXOS;Zamora;Tercero;4,4
CENTROS PÚBLICOS;AMBOS SEXOS;Zamora;Cuarto;2,4
CENTROS PÚBLICOS;AMBOS SEXOS;08 CASTILLA-LA MANCHA;Total;5,4
CENTROS PÚBLICOS;AMBOS SEXOS;08 CASTILLA-LA MANCHA;Primero;7
CENTROS PÚBLICOS;AMBOS SEXOS;08 CASTILLA-LA MANCHA;Segundo;5,5
CENTROS PÚBLICOS;AMBOS SEXOS;08 CASTILLA-LA MANCHA;Tercero;4,9
CENTROS PÚBLICOS;AMBOS SEXOS;08 CASTILLA-LA MANCHA;Cuarto;3,8
CENTROS PÚBLICOS;AMBOS SEXOS;Albacete;Total;3,6
CENTROS PÚBLICOS;AMBOS SEXOS;Albacete;Primero;5,1
CENTROS PÚBLICOS;AMBOS SEXOS;Albacete;Segundo;3,5
CENTROS PÚBLICOS;AMBOS SEXOS;Albacete;Tercero;3,1
CENTROS PÚBLICOS;AMBOS SEXOS;Albacete;Cuarto;2,5
CENTROS PÚBLICOS;AMBOS SEXOS;Ciudad Real;Total;4,1
CENTROS PÚBLICOS;AMBOS SEXOS;Ciudad Real;Primero;5,7
CENTROS PÚBLICOS;AMBOS SEXOS;Ciudad Real;Segundo;4,7
CENTROS PÚBLICOS;AMBOS SEXOS;Ciudad Real;Tercero;3,5
CENTROS PÚBLICOS;AMBOS SEXOS;Ciudad Real;Cuarto;2,2
CENTROS PÚBLICOS;AMBOS SEXOS;Cuenca;Total;9,7
CENTROS PÚBLICOS;AMBOS SEXOS;Cuenca;Primero;11,4
